Lead_ID,Counselling,Application,Enrolled
L16125,no,,No
L16126,yes,,Y
L16127,yes,yes,No
L16128,no,N,
L16129,N,,
L16130,yes,,Yes
L16131,no,,yes
L16132,No,No,N
L16133,,Yes,no
L16134,,N,No
L16135,Yes,N,Y
L16136,N,No,
L16137,N,,no
L16138,,no,Yes
L16139,yes,No,
L16140,No,yes,N
L16141,Yes,,yes
L16142,,,Yes
L16143,yes,,
L16144,No,,
L16145,,no,Y
L16146,yes,N,no
L16147,Yes,Yes,N
L16148,yes,Yes,Yes
L16149,no,N,No
L16150,,no,no
L16151,No,Yes,yes
L16152,yes,Yes,Y
L16153,no,Yes,Y
L16154,,no,
L16155,,,yes
L16156,N,yes,Y
L16157,Yes,yes,Y
L16158,N,No,yes
L16159,Yes,N,Y
L16160,,yes,yes
L16161,N,yes,Y
L16162,no,,Yes
L16163,Yes,Yes,Yes
L16164,no,,Yes
L16165,N,No,no
L16166,Yes,yes,
L16167,Y,No,
L16168,Y,,yes
L16169,yes,N,
L16170,N,,Yes
L16171,N,no,
L16172,N,N,Y
L16173,Yes,,yes
L16174,Y,,yes
L16175,N,,Y
L16176,,,N
L16177,N,yes,N
L16178,no,Yes,No
L16179,Yes,Y,yes
L16180,N,,
L16181,No,Yes,N
L16182,no,Y,N
L16183,Y,Y,no
L16184,Y,N,no
L16185,Y,no,
L16186,yes,,No
L16187,,yes,
L16188,,Y,Yes
L16189,yes,Y,N
L16190,No,Y,Yes
L16191,No,,yes
L16192,,No,Y
L16193,no,yes,
L16194,No,Y,yes
L16195,no,yes,No
L16196,N,N,
L16197,Yes,No,Yes
L16198,yes,Yes,no
L16199,N,Yes,yes
L16200,Y,Y,No
L16201,no,No,N
L16202,No,Yes,N
L16203,Yes,no,yes
L16204,No,no,Yes
L16205,Y,N,Y
L16206,Yes,no,
L16207,No,N,N
L16208,no,N,no
L16209,N,,
L16210,No,N,No
L16211,yes,Y,
L16212,,,Yes
L16213,,,
L16214,,Y,N
L16215,,Yes,no
L16216,yes,,N
L16217,Yes,N,
L16218,,,Yes
L16219,yes,Y,Yes
L16220,No,N,yes
L16221,Y,Yes,
L16222,yes,N,
L16223,no,Y,no
L16224,No,N,
L16225,,No,Y
L16226,,,Yes
L16227,,yes,
L16228,yes,no,
L16229,N,no,
L16230,Yes,No,
L16231,,Y,
L16232,Y,Yes,
L16233,Y,yes,Y
L16234,Y,Yes,N
L16235,Y,N,Y
L16236,no,yes,Yes
L16237,,N,
L16238,yes,,yes
L16239,Y,,No
L16240,no,Yes,
L16241,,yes,No
L16242,no,N,Yes
L16243,Y,,N
L16244,N,,yes
L16245,Y,,No
L16246,no,N,Yes
L16247,no,No,no
L16248,Yes,,
L16249,,,Yes
L16250,no,No,Yes
L16251,,No,Y
L16252,Yes,Y,
L16253,N,,Y
L16254,,N,yes
L16255,No,yes,No
L16256,No,Yes,yes
L16257,,,Y
L16258,Yes,Y,
L16259,No,,Yes
L16260,no,N,
L16261,,,Y
L16262,no,yes,Yes
L16263,Y,Y,
L16264,yes,,yes
L16265,Y,no,
L16266,Y,Y,
L16267,yes,,yes
L16268,Yes,no,yes
L16269,no,Y,yes
L16270,yes,Yes,yes
L16271,N,,Yes
L16272,no,N,N
L16273,,no,N
L16274,Yes,no,Yes
L16275,No,no,
L16276,,No,yes
L16277,,N,yes
L16278,,yes,Yes
L16279,Y,yes,Yes
L16280,Y,Y,yes
L16281,no,yes,N
L16282,yes,N,No
L16283,No,Y,no
L16284,N,,No
L16285,no,,N
L16286,,no,No
L16287,N,yes,N
L16288,Y,Y,Y
L16289,no,,no
L16290,no,no,yes
L16291,Y,N,
L16292,No,No,
L16293,no,Yes,yes
L16294,N,yes,No
L16295,,no,N
L16296,yes,Yes,
L16297,yes,Yes,Y
L16298,Yes,Y,No
L16299,Yes,,Yes
L16300,Yes,No,No
L16301,,Y,No
L16302,yes,,N
L16303,No,No,Yes
L16304,no,Yes,
L16305,yes,Yes,Yes
L16306,Yes,,No
L16307,Yes,N,Y
L16308,,,Yes
L16309,no,yes,no
L16310,Yes,,Yes
L16311,N,Yes,yes
L16312,Y,,N
L16313,,N,Yes
L16314,No,N,Yes
L16315,Y,Y,
L16316,yes,,
L16317,no,Y,no
L16318,No,Yes,
L16319,N,Yes,Y
L16320,,No,
L16321,No,Yes,
L16322,Y,,
L16323,N,Yes,N
L16324,N,N,No
L16325,Yes,,no
L16326,N,Y,no
L16327,N,,no
L16328,yes,N,Y
L16329,Yes,,No
L16330,No,,Yes
L16331,N,,yes
L16332,Yes,Y,N
L16333,yes,Y,no
L16334,No,,
L16335,,N,No
L16336,Yes,yes,
L16337,no,No,
L16338,Yes,,
L16339,no,No,Y
L16340,,Yes,Y
L16341,Y,Yes,No
L16342,yes,N,no
L16343,no,no,yes
L16344,,Y,N
L16345,N,No,N
L16346,,no,Y
L16347,yes,yes,Yes
L16348,Y,yes,Y
L16349,Yes,,yes
L16350,Yes,,No
L16351,N,,
L16352,no,,No
L16353,Y,,
L16354,N,N,no
L16355,Yes,,Y
L16356,N,Y,
L16357,No,,Yes
L16358,,,
L16359,Y,No,no
L16360,No,N,No
L16361,No,no,yes
L16362,Y,Yes,
L16363,Yes,N,yes
L16364,Y,,Yes
L16365,,Y,no
L16366,Yes,Y,Yes
L16367,,Y,Yes
L16368,yes,Yes,
L16369,No,N,Y
L16370,no,,yes
L16371,N,Y,Y
L16372,Y,no,Yes
L16373,no,Yes,Y
L16374,yes,N,N
L16375,yes,N,
L16376,,,N
L16377,No,yes,Yes
L16378,no,yes,
L16379,yes,Y,
L16380,,Yes,
L16381,No,N,Yes
L16382,Y,N,N
L16383,N,no,no
L16384,,No,no
L16385,Y,N,Yes
L16386,,,N
L16387,no,no,yes
L16388,No,Yes,yes
L16389,,Yes,Y
L16390,No,no,N
L16391,No,Yes,No
L16392,Yes,Y,yes
L16393,yes,Y,Y
L16394,,Y,
L16395,No,yes,no
L16396,Yes,,Yes
L16397,,,No
L16398,Yes,,
L16399,N,,no
L16400,,Yes,
L16401,Y,,Yes
L16402,N,Y,
L16403,,,No
L16404,,Yes,
L16405,yes,N,yes
L16406,,No,
L16407,,Y,no
L16408,,No,
L16409,,No,
L16410,Y,,N
L16411,yes,,
L16412,Y,,
L16413,,,Yes
L16414,Yes,No,no
L16415,No,yes,
L16416,No,N,
L16417,yes,yes,
L16418,No,no,No
L16419,,N,no
L16420,Y,yes,
L16421,N,,No
L16422,,yes,N
L16423,Y,yes,
L16424,no,No,no
L16425,N,No,N
L16426,N,,No
L16427,no,No,no
L16428,,,no
L16429,No,No,no
L16430,yes,,No
L16431,Yes,N,No
L16432,Y,Yes,No
L16433,no,no,
L16434,yes,No,
L16435,Yes,no,
L16436,,yes,Yes
L16437,,N,no
L16438,N,,No
L16439,Yes,no,
L16440,,,N
L16441,yes,,yes
L16442,N,N,
L16443,,,yes
L16444,Yes,N,
L16445,no,yes,Yes
L16446,No,,no
L16447,Y,No,no
L16448,no,,Y
L16449,no,yes,yes
L16450,Y,,N
L16451,No,,N
L16452,,No,yes
L16453,,,N
L16454,No,No,no
L16455,,,No
L16456,N,no,Y
L16457,,Y,No
L16458,Yes,,No
L16459,Yes,No,no
L16460,N,Y,Yes
L16461,N,No,
L16462,,N,N
L16463,N,No,no
L16464,N,,No
L16465,Yes,no,N
L16466,N,Yes,no
L16467,no,No,no
L16468,Yes,Yes,
L16469,No,N,
L16470,,yes,N
L16471,,Y,
L16472,N,N,Yes
L16473,N,yes,
L16474,yes,No,Y
L16475,no,no,N
L16476,,yes,Y
L16477,,Yes,No
L16478,no,N,Y
L16479,yes,yes,
L16480,no,,No
L16481,yes,No,
L16482,no,Yes,yes
L16483,yes,N,Yes
L16484,,no,N
L16485,yes,,Y
L16486,No,N,N
L16487,,Y,
L16488,,,No
L16489,yes,N,Yes
L16490,N,Yes,No
L16491,N,N,
L16492,yes,yes,
L16493,Y,no,Yes
L16494,,Yes,
L16495,no,no,
L16496,N,yes,no
L16497,no,yes,N
L16498,Yes,no,yes
L16499,yes,yes,
L16500,yes,Yes,N
L16501,,,N
L16502,no,no,yes
L16503,N,Y,Y
L16504,Yes,No,Yes
L16505,No,N,Yes
L16506,yes,No,
L16507,Y,no,N
L16508,no,,No
L16509,Yes,N,no
L16510,,yes,Y
L16511,,,No
L16512,yes,Yes,No
L16513,,Y,no
L16514,N,Yes,Y
L16515,Yes,yes,no
L16516,Y,,no
L16517,Yes,Y,
L16518,no,,
L16519,No,No,
L16520,No,Yes,
L16521,No,N,No
L16522,N,Yes,no
L16523,N,No,
L16524,,,No
L16525,Yes,,No
L16526,N,,no
L16527,yes,Yes,yes
L16528,yes,,Yes
L16529,yes,N,N
L16530,Y,No,no
L16531,yes,,Yes
L16532,no,,No
L16533,,no,
L16534,Yes,,
L16535,,No,Yes
L16536,,,yes
L16537,no,No,yes
L16538,,N,Yes
L16539,No,no,No
L16540,,N,
L16541,,N,N
L16542,no,no,N
L16543,no,,Y
L16544,no,yes,N
L16545,Y,N,Yes
L16546,Yes,yes,no
L16547,N,Y,yes
L16548,,No,no
L16549,yes,,No
L16550,no,Y,N
L16551,,,Y
L16552,,no,
L16553,N,No,
L16554,No,,
L16555,N,,No
L16556,Yes,,
L16557,Yes,No,
L16558,no,No,Y
L16559,N,,yes
L16560,Yes,,no
L16561,Yes,no,yes
L16562,,Yes,N
L16563,N,,
L16564,Yes,,No
L16565,,,Yes
L16566,Yes,,
L16567,No,N,Y
L16568,No,Y,Yes
L16569,No,yes,yes
L16570,yes,yes,Y
L16571,No,N,No
L16572,yes,Yes,No
L16573,no,,
L16574,,No,no
L16575,Yes,yes,No
L16576,,no,yes
L16577,,,no
L16578,No,No,no
L16579,no,,
L16580,Yes,N,
L16581,no,no,
L16582,N,Y,
L16583,Y,N,yes
L16584,Yes,No,yes
L16585,,,
L16586,Yes,no,
L16587,yes,,No
L16588,N,Yes,No
L16589,,,
L16590,N,Yes,Y
L16591,Yes,yes,no
L16592,no,Y,No
L16593,,No,no
L16594,,Y,
L16595,,,no
L16596,Y,Y,Yes
L16597,,,Y
L16598,Y,,Yes
L16599,No,Y,N
L16600,No,No,
L16601,no,,Y
L16602,No,Y,Yes
L16603,Y,yes,N
L16604,Y,,Yes
L16605,yes,,no
L16606,,Yes,no
L16607,Yes,,Yes
L16608,,No,yes
L16609,,yes,N
L16610,,yes,Yes
L16611,Yes,no,Y
L16612,No,yes,yes
L16613,,,yes
L16614,no,,N
L16615,,Y,N
L16616,,Yes,Yes
L16617,Yes,Y,Y
L16618,N,Y,Y
L16619,Yes,yes,N
L16620,,No,No
L16621,Y,No,N
L16622,No,N,Yes
L16623,no,Yes,No
L16624,yes,no,Y
L16625,no,Y,Yes
L16626,,,no
L16627,,No,
L16628,No,yes,
L16629,no,,no
L16630,N,Y,No
L16631,Yes,Y,
L16632,N,N,Yes
L16633,no,no,
L16634,No,Y,yes
L16635,no,no,
L16636,No,,
L16637,,No,
L16638,Yes,,no
L16639,Y,N,Yes
L16640,no,No,no
L16641,,N,Yes
L16642,,Y,Yes
L16643,N,,No
L16644,Yes,,Y
L16645,Y,Y,Y
L16646,Yes,no,Yes
L16647,Y,yes,Yes
L16648,Y,N,no
L16649,,Y,
L16650,yes,no,Yes
L16651,,Yes,
L16652,Y,no,Yes
L16653,N,,Y
L16654,,Y,no
L16655,,N,yes
L16656,Y,N,no
L16657,N,N,Y
L16658,,Y,No
L16659,,Yes,Yes
L16660,,,no
L16661,Yes,N,no
L16662,No,,no
L16663,,No,no
L16664,Y,N,
L16665,Y,No,Yes
L16666,No,Yes,
L16667,Y,N,Yes
L16668,no,Y,Yes
L16669,,no,Y
L16670,,yes,Yes
L16671,no,N,yes
L16672,,Yes,Y
L16673,Yes,,N
L16674,N,,N
L16675,yes,Yes,
L16676,,no,
L16677,,yes,Yes
L16678,no,,no
L16679,no,,No
L16680,,N,yes
L16681,,,
L16682,Y,yes,N
L16683,Y,,
L16684,,N,N
L16685,no,Y,Y
L16686,no,,
L16687,N,Yes,N
L16688,Y,N,yes
L16689,,,
L16690,,N,
L16691,,no,Y
L16692,No,No,
L16693,no,N,Y
L16694,yes,No,no
L16695,No,No,
L16696,yes,no,
L16697,yes,No,yes
L16698,Yes,,no
L16699,Y,Y,Yes
L16700,,,no
L16701,yes,yes,
L16702,,No,No
L16703,no,no,no
L16704,no,no,
L16705,No,,
L16706,no,,
L16707,no,No,
L16708,N,,
L16709,Yes,yes,N
L16710,yes,,yes
L16711,Y,,
L16712,No,yes,yes
L16713,Yes,Y,no
L16714,yes,Y,yes
L16715,,No,No
L16716,yes,,Yes
L16717,no,N,
L16718,,Y,Yes
L16719,,No,yes
L16720,,,yes
L16721,no,Y,Yes
L16722,,Y,
L16723,No,no,No
L16724,Y,,no
L16725,no,Yes,Yes
L16726,Y,No,Yes
L16727,no,,Yes
L16728,Y,No,yes
L16729,,,yes
L16730,no,No,N
L16731,,no,Y
L16732,,Y,Yes
L16733,N,N,
L16734,no,No,yes
L16735,N,No,
L16736,no,Y,Yes
L16737,no,,no
L16738,Y,yes,yes
L16739,Yes,No,Yes
L16740,No,,
L16741,,,yes
L16742,,No,
L16743,Yes,N,N
L16744,,N,No
L16745,Y,Yes,No
L16746,,No,
L16747,,no,no
L16748,No,yes,Y
L16749,no,,no
L16750,Yes,yes,
L16751,No,,N
L16752,Yes,N,Yes
L16753,Y,,No
L16754,,Y,N
L16755,No,N,yes
L16756,no,,Yes
L16757,yes,No,N
L16758,no,yes,N
L16759,yes,no,Yes
L16760,no,Yes,N
L16761,Y,Yes,N
L16762,No,,yes
L16763,Yes,Yes,N
L16764,N,,no
L16765,no,yes,
L16766,,,no
L16767,yes,no,Y
L16768,No,,Y
L16769,N,Yes,yes
L16770,Yes,,N
L16771,yes,yes,Y
L16772,yes,no,
L16773,N,N,no
L16774,No,Y,
L16775,,yes,
L16776,Y,yes,Yes
L16777,Y,N,yes
L16778,Y,Yes,no
L16779,N,Y,no
L16780,No,Yes,Y
L16781,yes,,no
L16782,,N,N
L16783,No,No,Yes
L16784,Y,Y,
L16785,,,
L16786,no,,Yes
L16787,No,N,Yes
L16788,no,no,N
L16789,,,No
L16790,Y,no,
L16791,No,No,No
L16792,No,N,
L16793,no,,N
L16794,Yes,N,Yes
L16795,,yes,No
L16796,no,yes,no
L16797,Y,,
L16798,no,Y,
L16799,N,N,yes
L16800,Yes,,Y
L16801,Y,,No
L16802,N,N,N
L16803,,Yes,Y
L16804,No,,No
L16805,No,,
L16806,,,N
L16807,Yes,Yes,Y
L16808,N,Yes,
L16809,Y,N,N
L16810,,no,no
L16811,Y,No,Y
L16812,No,Yes,
L16813,,Y,No
L16814,no,,Y
L16815,no,No,no
L16816,,yes,Y
L16817,,Y,yes
L16818,Y,,No
L16819,Yes,N,No
L16820,,,no
L16821,Yes,Yes,
L16822,,,No
L16823,,No,Yes
L16824,,No,yes
L16825,N,,No
L16826,,yes,N
L16827,No,,yes
L16828,,,yes
L16829,,No,no
L16830,yes,yes,
L16831,N,no,Yes
L16832,,Yes,
L16833,Yes,,Y
L16834,,,no
L16835,N,,Y
L16836,yes,,no
L16837,no,Y,No
L16838,No,yes,
L16839,no,Y,
L16840,,yes,no
L16841,,Y,yes
L16842,Yes,,Yes
L16843,no,,
L16844,Y,,No
L16845,no,yes,Y
L16846,,Yes,
L16847,yes,,no
L16848,yes,,no
L16849,no,No,No
L16850,Yes,,Y
L16851,,No,yes
L16852,,,Y
L16853,yes,No,N
L16854,N,yes,
L16855,No,yes,yes
L16856,Y,,No
L16857,Yes,N,N
L16858,No,yes,No
L16859,Yes,no,Yes
L16860,,N,no
L16861,yes,,no
L16862,Yes,no,
L16863,,no,Yes
L16864,No,no,no
L16865,,Y,yes
L16866,N,,N
L16867,N,Y,
L16868,Yes,Yes,no
L16869,N,no,
L16870,yes,,Yes
L16871,no,,N
L16872,No,Y,No
L16873,N,yes,Yes
L16874,no,yes,N
L16875,yes,no,
L16876,,No,N
L16877,No,,No
L16878,no,,
L16879,No,no,N
L16880,,N,no
L16881,Y,,
L16882,no,no,No
L16883,no,No,no
L16884,,No,yes
L16885,Y,,Y
L16886,yes,,yes
L16887,,No,yes
L16888,Y,,No
L16889,,,no
L16890,No,Yes,No
L16891,No,No,
L16892,No,Y,no
L16893,yes,Yes,No
L16894,Y,no,Yes
L16895,,,yes
L16896,,,no
L16897,Yes,,Y
L16898,no,No,
L16899,,N,Yes
L16900,Y,Y,Yes
L16901,No,No,Y
L16902,Y,No,N
L16903,Y,Yes,
L16904,yes,N,No
L16905,no,Y,N
L16906,yes,Y,No
L16907,N,no,
L16908,yes,no,
L16909,,Y,
L16910,No,,No
L16911,yes,,No
L16912,no,yes,no
L16913,No,,
L16914,yes,,Yes
L16915,,,
L16916,,Yes,Y
L16917,No,N,Y
L16918,Y,,
L16919,no,,no
L16920,Yes,Yes,
L16921,Yes,no,N
L16922,Yes,N,N
L16923,Y,,N
L16924,,,Y
L16925,yes,Y,Yes
L16926,N,,
L16927,,No,
L16928,Y,yes,
L16929,Yes,yes,No
L16930,,no,N
L16931,yes,,no
L16932,Y,No,
L16933,yes,,No
L16934,Yes,No,yes
L16935,no,N,Yes
L16936,,Yes,No
L16937,Yes,Y,no
L16938,N,,Yes
L16939,Yes,No,Yes
L16940,No,Y,No
L16941,,Y,yes
L16942,,no,
L16943,N,,Yes
L16944,yes,Y,Yes
L16945,,yes,Y
L16946,,,no
L16947,No,,No
L16948,,,yes
L16949,,,No
L16950,,yes,
L16951,Y,,
L16952,Y,No,
L16953,Yes,,Y
L16954,,Y,Yes
L16955,N,,
L16956,No,,Yes
L16957,,,N
L16958,No,,Y
L16959,no,No,No
L16960,no,Yes,
L16961,,Y,
L16962,Yes,Yes,N
L16963,,,N
L16964,,yes,Yes
L16965,N,,Yes
L16966,N,No,N
L16967,Y,Yes,yes
L16968,no,Y,
L16969,No,N,Y
L16970,,no,
L16971,,No,no
L16972,No,,Yes
L16973,Yes,No,yes
L16974,,,no
L16975,yes,N,no
L16976,yes,No,
L16977,Y,Yes,Yes
L16978,N,No,no
L16979,N,no,no
L16980,Yes,N,
L16981,,,No
L16982,no,N,Yes
L16983,,Yes,Yes
L16984,Y,yes,
L16985,,,No
L16986,no,No,Y
L16987,N,yes,
L16988,Yes,yes,Y
L16989,Y,No,
L16990,N,yes,
L16991,N,no,
L16992,,,N
L16993,Y,,yes
L16994,no,no,
L16995,,,Yes
L16996,yes,Y,no
L16997,,yes,
L16998,yes,no,
L16999,no,Y,N
L17000,No,Yes,Yes
L17001,No,yes,no
L17002,Y,yes,Yes
L17003,no,No,N
L17004,yes,Y,Y
L17005,Yes,,yes
L17006,No,Yes,Y
L17007,Yes,no,N
L17008,yes,N,no
L17009,no,Y,N
L17010,No,No,yes
L17011,Y,N,
L17012,Yes,,Yes
L17013,N,,Y
L17014,,Y,
L17015,N,,
L17016,N,,no
L17017,No,N,
L17018,yes,yes,no
L17019,No,yes,Y
L17020,,no,
L17021,No,yes,Y
L17022,no,,no
L17023,no,no,Yes
L17024,,,
L17025,Y,yes,
L17026,,N,Y
L17027,,,no
L17028,,Y,Y
L17029,no,,
L17030,N,no,N
L17031,,N,Yes
L17032,,Y,yes
L17033,,N,yes
L17034,yes,Yes,
L17035,Y,Y,
L17036,Yes,Yes,
L17037,,No,No
L17038,Y,Y,Y
L17039,no,N,
L17040,Y,yes,Yes
L17041,,yes,No
L17042,Y,Y,Y
L17043,,Y,
L17044,No,Yes,no
L17045,,yes,no
L17046,N,N,yes
L17047,No,N,
L17048,No,No,Y
L17049,,No,Y
L17050,Y,Y,Yes
L17051,no,,No
L17052,yes,Yes,No
L17053,yes,no,
L17054,Yes,yes,No
L17055,,yes,
L17056,yes,No,yes
L17057,no,,Y
L17058,yes,No,N
L17059,,No,Yes
L17060,,Y,
L17061,Y,no,
L17062,,no,no
L17063,Y,No,No
L17064,,Y,no
L17065,No,N,No
L17066,,Yes,
L17067,,N,N
L17068,Yes,N,No
L17069,yes,,yes
L17070,Y,Y,yes
L17071,N,N,Yes
L17072,,yes,no
L17073,yes,yes,
L17074,No,,
L17075,Yes,No,
L17076,No,,Yes
L17077,yes,no,
L17078,N,no,
L17079,yes,yes,no
L17080,,,
L17081,No,yes,no
L17082,N,No,Y
L17083,no,no,
L17084,No,,N
L17085,Y,yes,N
L17086,,N,yes
L17087,no,,yes
L17088,no,,
L17089,,N,
L17090,yes,No,no
L17091,,Yes,Y
L17092,N,,
L17093,,,no
L17094,No,Y,Y
L17095,No,Yes,
L17096,Y,Yes,
L17097,yes,yes,N
L17098,Y,,
L17099,no,no,
L17100,N,,
L17101,yes,yes,Y
L17102,,Yes,N
L17103,yes,Y,Y
L17104,yes,Yes,
L17105,No,N,no
L17106,,yes,Yes
L17107,yes,No,N
L17108,,yes,yes
L17109,Y,,N
L17110,,yes,Yes
L17111,Y,yes,
L17112,Y,no,
L17113,no,No,N
L17114,no,no,
L17115,,,
L17116,,N,Yes
L17117,no,Y,
L17118,N,no,Y
L17119,No,Yes,
L17120,,Yes,no
L17121,N,,Y
L17122,,N,no
L17123,,Y,yes
L17124,yes,Yes,N
L17125,,,No
L17126,No,Yes,yes
L17127,no,Y,Y
L17128,No,yes,yes
L17129,,Y,Y
L17130,,,
L17131,N,N,
L17132,,,N
L17133,yes,Y,
L17134,Y,,
L17135,Y,,no
L17136,,,No
L17137,no,No,
L17138,No,,
L17139,Y,No,Y
L17140,No,no,Y
L17141,Y,Y,
L17142,No,,N
L17143,Y,No,yes
L17144,No,,N
L17145,,Yes,Yes
L17146,Yes,no,Yes
L17147,yes,,Y
L17148,No,N,
L17149,,Y,N
L17150,N,N,Yes
L17151,,,yes
L17152,No,Y,Yes
L17153,N,no,
L17154,,Yes,
L17155,N,Y,No
L17156,no,Y,N
L17157,No,Yes,Y
L17158,,no,
L17159,,,N
L17160,No,N,
L17161,no,Yes,
L17162,Yes,,yes
L17163,,no,Y
L17164,No,Yes,
L17165,,No,
L17166,no,yes,N
L17167,yes,Y,N
L17168,Y,Y,no
L17169,yes,Y,yes
L17170,Yes,no,Yes
L17171,yes,yes,Y
L17172,Y,,yes
L17173,Yes,N,no
L17174,yes,No,yes
L17175,yes,N,yes
L17176,No,yes,no
L17177,Yes,No,No
L17178,yes,Y,No
L17179,N,N,No
L17180,,no,Yes
L17181,,N,
L17182,Y,yes,
L17183,N,Yes,Y
L17184,yes,,
L17185,No,no,
L17186,,,
L17187,,yes,
L17188,Y,Yes,N
L17189,,Y,Yes
L17190,no,,
L17191,No,,Yes
L17192,,N,no
L17193,yes,no,N
L17194,N,yes,Yes
L17195,No,,Y
L17196,No,Y,yes
L17197,N,N,no
L17198,Y,No,
L17199,Yes,Y,
L17200,no,,No
L17201,no,yes,
L17202,Yes,Y,Yes
L17203,No,yes,no
L17204,no,,
L17205,Y,no,N
L17206,yes,yes,Yes
L17207,Y,no,Y
L17208,,,No
L17209,,yes,
L17210,,Y,yes
L17211,Y,,N
L17212,yes,N,yes
L17213,yes,Yes,
L17214,Y,,No
L17215,no,N,yes
L17216,no,yes,No
L17217,,Y,Y
L17218,,No,
L17219,Y,no,Y
L17220,,No,yes
L17221,N,,
L17222,N,,
L17223,,,no
L17224,,Y,
L17225,yes,,
L17226,Y,no,Yes
L17227,,Y,yes
L17228,No,yes,N
L17229,No,,yes
L17230,No,no,Yes
L17231,No,No,
L17232,yes,N,Y
L17233,No,No,N
L17234,No,No,N
L17235,,yes,yes
L17236,yes,Yes,No
L17237,Yes,No,Yes
L17238,no,Y,Yes
L17239,no,Y,no
L17240,,Yes,Y
L17241,No,no,Y
L17242,No,N,yes
L17243,No,No,N
L17244,Yes,N,Yes
L17245,Y,,
L17246,Yes,no,
L17247,,,No
L17248,yes,No,
L17249,no,,
L17250,No,no,Y
L17251,no,No,
L17252,Yes,Yes,No
L17253,No,yes,no
L17254,no,No,no
L17255,Y,N,No
L17256,,,
L17257,,N,
L17258,,Y,No
L17259,yes,No,
L17260,No,,yes
L17261,No,Y,
L17262,Y,,Yes
L17263,N,No,Yes
L17264,,N,no
L17265,No,Yes,Y
L17266,no,No,Y
L17267,No,N,yes
L17268,N,yes,
L17269,N,,
L17270,No,no,N
L17271,,,Y
L17272,Y,N,N
L17273,,Y,no
L17274,N,no,no
L17275,,Y,
L17276,No,,
L17277,No,yes,N
L17278,No,,Yes
L17279,Y,,yes
L17280,Y,,N
L17281,N,Yes,
L17282,no,Yes,no
L17283,Y,Y,Yes
L17284,,N,yes
L17285,Y,,N
L17286,N,No,yes
L17287,,N,No
L17288,,yes,Y
L17289,No,yes,Y
L17290,no,yes,Yes
L17291,No,no,N
L17292,,no,N
L17293,no,yes,Y
L17294,yes,,Y
L17295,No,yes,no
L17296,no,,Yes
L17297,N,no,
L17298,yes,Y,Yes
L17299,,N,Y
L17300,,no,Y
L17301,yes,,Y
L17302,,N,N
L17303,Yes,No,N
L17304,,yes,yes
L17305,,,Yes
L17306,Yes,Y,yes
L17307,Yes,Y,N
L17308,yes,no,Y
L17309,,Y,Y
L17310,no,Yes,Yes
L17311,,,N
L17312,N,no,no
L17313,N,no,
L17314,no,no,
L17315,N,No,no
L17316,Y,Yes,Yes
L17317,,Y,
L17318,No,yes,
L17319,yes,Yes,Yes
L17320,Y,N,yes
L17321,yes,,
L17322,Yes,no,
L17323,,,N
L17324,N,yes,N
L17325,,no,
L17326,yes,,
L17327,,No,no
L17328,Yes,,No
L17329,Yes,no,yes
L17330,,Yes,N
L17331,N,No,No
L17332,,no,N
L17333,no,N,N
L17334,,Yes,No
L17335,Yes,,
L17336,,,Yes
L17337,Y,Y,
L17338,No,no,no
L17339,,No,no
L17340,,,
L17341,no,Y,Y
L17342,no,,
L17343,N,no,yes
L17344,no,Y,yes
L17345,No,yes,Yes
L17346,,yes,
L17347,,,
L17348,N,No,no
L17349,yes,no,Yes
L17350,no,,
L17351,Yes,Yes,yes
L17352,yes,Y,Y
L17353,no,,Yes
L17354,,Yes,Yes
L17355,,No,yes
L17356,no,,no
L17357,Y,Y,yes
L17358,Y,N,Y
L17359,Y,no,N
L17360,N,no,no
L17361,no,N,Y
L17362,,Yes,yes
L17363,no,Yes,no
L17364,Y,N,N
L17365,Yes,No,yes
L17366,Y,N,N
L17367,,No,Yes
L17368,no,N,
L17369,no,Y,
L17370,No,yes,
L17371,Yes,no,
L17372,yes,Y,N
L17373,Yes,N,Yes
L17374,Y,yes,no
L17375,N,N,N
L17376,Y,no,no
L17377,Yes,Yes,Y
L17378,N,Y,
L17379,No,No,yes
L17380,,No,N
L17381,No,Y,Y
L17382,yes,no,
L17383,Y,,N
L17384,no,Yes,yes
L17385,yes,Y,No
L17386,Yes,yes,Y
L17387,No,,no
L17388,,Yes,N
L17389,yes,No,Yes
L17390,N,,
L17391,no,Yes,yes
L17392,No,no,
L17393,N,no,Y
L17394,no,,
L17395,no,Yes,yes
L17396,No,,N
L17397,no,No,Y
L17398,yes,,no
L17399,No,,
L17400,No,,
L17401,No,Yes,No
L17402,Y,No,Y
L17403,Y,Y,N
L17404,,no,
L17405,,Yes,N
L17406,No,N,yes
L17407,,Yes,Y
L17408,N,No,
L17409,yes,yes,
L17410,no,No,Y
L17411,yes,yes,
L17412,,Yes,yes
L17413,Y,no,Y
L17414,no,Y,Yes
L17415,Y,,No
L17416,,no,
L17417,N,,no
L17418,no,no,
L17419,No,,N
L17420,No,Y,No
L17421,,Yes,Y
L17422,No,No,
L17423,no,no,Y
L17424,Yes,No,No
L17425,No,no,N
L17426,yes,,N
L17427,No,N,No
L17428,Y,Yes,yes
L17429,No,No,yes
L17430,No,N,no
L17431,Yes,,No
L17432,Yes,,Yes
L17433,Y,,No
L17434,,Y,No
L17435,,Yes,No
L17436,N,Y,
